Ht Wt ratio	Home Runs	Ht Wt ratio (bin)	Number of Records	Bat Avg	Handedness	Height	Name	Weight
0.374358974	77	0.37	1	0.244	R	73	Leroy Stanton	195
0.378238342	0	0.37	1	0	R	73	Les Straker	193
0.394594595	65	0.39	1	0.247	R	73	Lou Clinton	185
0.417647059	48	0.41	1	0.258	R	71	Lou Johnson	170
0.395604396	102	0.39	1	0.291	R	72	Lou Piniella	182
0.398843931	37	0.39	1	0.236	R	69	Luis Aguayo	173
0.425925926	5	0.42	1	0.214	R	69	Luis Alvarado	162
0.389189189	0	0.38	1	0	R	72	Luis Aponte	185
0.393258427	0	0.39	1	0	R	70	Luis Encarnacion	178
0.46	0	0.46	1	0.21	R	69	Luis Gomez	150
0.436363636	9	0.43	1	0.248	R	72	Luis Melendez	165
0.422857143	6	0.42	1	0.193	R	74	Luis Pujols	175
0.435294118	0	0.43	1	0	R	74	Luis Sanchez	170
0.4	5	0.4	1	0.164	R	72	Luis Tiant	180
0.394285714	7	0.39	1	0.252	R	69	Lynn Jones	175
0.4375	31	0.43	1	0.304	R	70	Manny Mota	160
0.373056995	65	0.37	1	0.296	R	72	Manny Sanguillen	193
0.486666667	61	0.48	1	0.263	R	73	Manny Trillo	150
0.365853659	34	0.36	1	0.223	R	75	Marc Hill	205
0.451612903	7	0.45	1	0.257	R	70	Mario Guerrero	155
0.417647059	4	0.41	1	0.215	R	71	Mario Mendoza	170
0.413793103	1	0.41	1	0.132	R	72	Mario Soto	174
0.429411765	20	0.42	1	0.228	R	73	Mark Belanger	170
0.347619048	25	0.34	1	0.259	R	73	Mark Brouhard	210
0.4	0	0.4	1	0	R	72	Mark Ciardi	180
0.38	0	0.38	1	0	R	76	Mark Clear	200
0.384210526	0	0.38	1	0	R	73	Mark Esser	190
0.344186047	0	0.34	1	0	R	74	Mark Smith	215
0.436363636	3	0.43	1	0.243	R	72	Mark Wagner	165
0.44375	22	0.44	1	0.246	R	71	Marty Perez	160
0.411428571	7	0.41	1	0.25	R	72	Marv Breeding	175
0.365	0	0.36	1	0	R	73	Matt Williams	200
0.383783784	111	0.38	1	0.247	R	71	Max Alvis	185
0.378947368	0	0.37	1	0	R	72	Mel Stottlemyre	190
0.41011236	7	0.41	1	0.16	R	73	Mel Stottlemyre	178
0.368421053	66	0.36	1	0.271	R	70	Merv Rettenmund	190
0.392045455	0	0.39	1	0.213	R	69	Mick Kelleher	176
0.388888889	32	0.38	1	0.259	R	70	Mickey Brantley	180
0.37	38	0.37	1	0.28	R	74	Mickey Hatcher	200
0.417647059	14	0.41	1	0.241	R	71	Mickey Klutts	170
0.394594595	117	0.39	1	0.248	R	73	Mickey Stanley	185
0.37	28	0.37	1	0.246	R	74	Mike Anderson	200
0.384615385	66	0.38	1	0.258	R	75	Mike Andrews	195
0.411111111	0	0.41	1	0	R	74	Mike Bacsik	180
0.379487179	0	0.37	1	0	R	74	Mike Brown	195
0.379487179	23	0.37	1	0.265	R	74	Mike Brown	195
0.389189189	2	0.38	1	0.229	R	72	Mike Champion	185
0.4	0	0.4	1	0	R	76	Mike Darr	190
0.405714286	25	0.4	1	0.251	R	71	Mike de la Hoz	175
0.379487179	31	0.37	1	0.247	R	74	Mike Diaz	195
0.454545455	2	0.45	1	0.25	R	70	Mike Edwards	154
0.442424242	3	0.44	1	0.22	R	73	Mike Fischlin	165
0.4	26	0.4	1	0.252	R	70	Mike Hershberger	175
0.365853659	81	0.36	1	0.269	R	75	Mike Ivie	205
0.375609756	5	0.37	1	0.193	R	77	Mike Krukow	205
0.361904762	0	0.36	1	0	R	76	Mike Loynd	210
0.389473684	0	0.38	1	0	R	74	Mike Overy	190
0.361904762	0	0.36	1	0	R	76	Mike Parrott	210
0.373684211	0	0.37	1	0	R	71	Mike Paxton	190
0.423529412	4	0.42	1	0.226	R	72	Mike Richardt	170
0.36097561	28	0.36	1	0.193	R	74	Mike Ryan	205
0.418181818	5	0.41	1	0.226	R	69	Mike Sadek	165
0.379487179	548	0.37	1	0.267	R	74	Mike Schmidt	195
0.384615385	68	0.38	1	0.255	R	75	Mike Shannon	195
0.416666667	0	0.41	1	0	R	75	Mike Smith	180
0.405555556	0	0.4	1	0	R	73	Mike Trujillo	180
0.405882353	27	0.4	1	0.241	R	69	Mike Tyson	170
0.405555556	34	0.4	1	0.279	R	73	Mike Vail	180
0.379310345	0	0.37	1	0	R	77	Mike Walters	203
0.417142857	0	0.41	1	0	R	73	Mike Warren	175
0.389473684	173	0.38	1	0.243	R	74	Nate Colbert	190
0.4375	2	0.43	1	0.226	R	70	Nate Oliver	160
0.384210526	16	0.38	1	0.212	R	73	Ned Yost	190
0.38974359	22	0.38	1	0.223	R	76	Nelson Mathews	195
0.375	122	0.37	1	0.25	R	75	Nick Esasky	200
0.415730337	102	0.41	1	0.265	R	74	Ollie Brown	178
0.4125	3	0.41	1	0.239	R	66	Onix Concepcion	160
0.4	7	0.4	1	0.199	R	72	Orlando Mercado	180
0.441860465	0	0.44	1	0	R	76	Oswaldo Peraza	172
0.423529412	78	0.42	1	0.251	R	72	Otto Velez	170
0.379487179	0	0.37	1	0	R	74	Ozzie Osborn	195
0.405555556	98	0.4	1	0.243	R	73	Ozzie Virgil	180
0.4	4	0.4	1	0.216	R	72	Pat Corrales	180
0.428571429	134	0.42	1	0.25	R	72	Paul Blair	168
0.37	0	0.37	1	0	R	74	Paul Boris	200
0.422222222	50	0.42	1	0.225	R	76	Paul Casanova	180
0.394594595	10	0.39	1	0.27	R	73	Paul Dade	185
0.385	0	0.38	1	0	R	77	Paul Hartzell	200
0.374358974	0	0.37	1	0	R	73	Paul Mitchell	195
0.43030303	57	0.43	1	0.244	R	71	Paul Schaal	165
0.417647059	0	0.41	1	0	R	71	Paul Wilmet	170
0.4	37	0.4	1	0.22	R	70	Pedro Garcia	175
0.409090909	8	0.4	1	0.244	R	72	Pedro Gonzalez	176
0.440251572	1	0.44	1	0.24	R	70	Pepe Frias	159
0.445859873	16	0.44	1	0.242	R	70	Pepe Mangual	157
0.389473684	30	0.38	1	0.226	R	74	Pete Mackanin	190
0.389189189	78	0.38	1	0.286	R	72	Phil Bradley	185
0.405555556	14	0.4	1	0.238	R	73	Phil Gagliano	180
0.4	109	0.4	1	0.26	R	70	Phil Garner	175
0.411111111	0	0.41	1	0	R	74	Phil Huffman	180
0.405555556	11	0.4	1	0.235	R	73	Phil Linz	180
0.405555556	7	0.4	1	0.169	R	73	Phil Niekro	180
0.389473684	43	0.38	1	0.215	R	74	Phil Roof	190
0.442424242	13	0.44	1	0.246	R	73	Rafael Santana	165
0.45	0	0.45	1	0	R	72	Rafael Vasquez	160
0.48	0	0.48	1	0	R	72	Ramon Manon	150
0.451612903	0	0.45	1	0	R	70	Ramon Pena	155
0.417647059	82	0.41	1	0.236	R	71	Randy Hundley	170
0.404494382	0	0.4	1	0.132	R	72	Randy Jones	178
0.353488372	0	0.35	1	0	R	76	Randy Nosek	215
0.385	1	0.38	1	0.151	R	77	Ray Burris	200
0.36	1	0.36	1	0.123	R	72	Ray Culp	200
0.344186047	61	0.34	1	0.256	R	74	Ray Fosse	215
0.394594595	84	0.39	1	0.271	R	73	Ray Knight	185
0.43030303	15	0.43	1	0.175	R	71	Ray Oyler	165
0.43030303	22	0.43	1	0.266	R	71	Reid Nichols	165
0.44375	41	0.44	1	0.274	R	71	Rennie Stennett	160
0.44375	29	0.44	1	0.243	R	71	Rey Quinones	160
0.408602151	0	0.4	1	0	R	76	Rich Barnes	186
0.4	43	0.4	1	0.257	R	72	Rich Dauer	180
0.383783784	20	0.38	1	0.225	R	71	Rich McKinney	185
0.417647059	6	0.41	1	0.195	R	71	Rich Morales	170
0.378378378	77	0.37	1	0.269	R	70	Rich Rollins	185
0.389189189	0	0.38	1	0	R	72	Rich Wortham	185
0.395721925	0	0.39	1	0	R	74	Rich Yett	187
0.365	207	0.36	1	0.287	R	73	Richie Zisk	200
0.352380952	0	0.35	1	0	R	74	Rick Anderson	210
0.436363636	9	0.43	1	0.22	R	72	Rick Auerbach	165
0.383783784	17	0.38	1	0.25	R	71	Rick Bosetti	185
0.424242424	50	0.42	1	0.273	R	70	Rick Burleson	165
0.346666667	0	0.34	1	0	R	78	Rick Henninger	225
0.380208333	13	0.38	1	0.243	R	73	Rick Joseph	192
0.4	0	0.4	1	0	R	74	Rick Kreuger	185
0.389473684	0	0.38	1	0	R	74	Rick Lysander	190
0.357142857	116	0.35	1	0.261	R	75	Rick Reichardt	210
0.382978723	20	0.38	1	0.221	R	72	Rick Renick	188
0.384615385	9	0.38	1	0.238	R	75	Rick Rhoden	195
0.38	0	0.38	1	0	R	76	Rick Steirer	200
0.405555556	15	0.4	1	0.195	R	73	Rick Wise	180
0.389473684	0	0.38	1	0	R	74	Rickey Keeton	190
0.375	204	0.37	1	0.299	R	75	Rico Carty	200
0.411428571	210	0.41	1	0.251	R	72	Rico Petrocelli	175
0.389189189	3	0.38	1	0.251	R	72	Rob Andrews	185
0.4	17	0.4	1	0.234	R	74	Rob Picciolo	185
0.405405405	0	0.4	1	0	R	75	Rob Woodward	185
0.4	13	0.4	1	0.245	R	68	Roberto Pena	170
0.411111111	14	0.41	1	0.248	R	74	Rod Gilbreath	180
0.405555556	6	0.4	1	0.241	R	73	Rod Kanehl	180
0.378947368	22	0.37	1	0.245	R	72	Roger Freed	190
0.375	0	0.37	1	0	R	75	Roger Miller	200
0.394736842	0	0.39	1	0	R	75	Roger Slagle	190
0.394736842	0	0.39	1	0	R	75	Roger Weaver	190
0.401197605	3	0.4	1	0.239	R	67	Ron Brand	167
0.378378378	316	0.37	1	0.261	R	70	Ron Cey	185
0.4	5	0.4	1	0.189	R	70	Ron Clark	175
0.411428571	10	0.41	1	0.233	R	72	Ron Davis	175
0.411428571	4	0.41	1	0.232	R	72	Ron Gardenhire	175
0.387096774	39	0.38	1	0.273	R	72	Ron Hunt	186
0.36	56	0.36	1	0.259	R	72	Ron Jackson	200
0.36	59	0.36	1	0.288	R	72	Ron LeFlore	200
0.4	0	0.4	1	0	R	74	Ron Musselman	185
0.389189189	12	0.38	1	0.269	R	72	Ron Pruitt	185
0.362790698	0	0.36	1	0.158	R	78	Ron Reed	215
0.38974359	0	0.38	1	0	R	76	Ron Romanick	195
0.378947368	342	0.37	1	0.277	R	72	Ron Santo	190
0.379487179	73	0.37	1	0.242	R	74	Ron Swoboda	195
0.412121212	2	0.41	1	0.248	R	68	Ron Theobald	165
0.458064516	20	0.45	1	0.261	R	71	Ron Washington	155
0.416666667	26	0.41	1	0.233	R	70	Ron Woods	168
0.411428571	0	0.41	1	0	R	72	Roy Branch	175
0.389189189	45	0.38	1	0.253	R	72	Roy Foster	185
0.423529412	11	0.42	1	0.27	R	72	Rufino Linares	170
0.374358974	8	0.37	1	0.228	R	73	Russ Gibson	195
0.369230769	242	0.36	1	0.254	R	72	Sal Bando	195
0.378947368	8	0.37	1	0.227	R	72	Sal Butera	190
0.388297872	45	0.38	1	0.223	R	73	Sam Bowens	188
0.362790698	0	0.36	1	0	R	78	Sam Hinds	215
0.374358974	0	0.37	1	0	R	73	Sandy Wihtol	195
0.4	0	0.4	1	0	R	74	Shawn Holman	185
0.424242424	148	0.42	1	0.271	R	70	Sixto Lezcano	165
0.373684211	3	0.37	1	0.215	R	71	Skip Jutze	190
0.394736842	12	0.39	1	0.173	R	75	Sonny Siebert	190
0.423529412	7	0.42	1	0.218	R	72	Stan Papi	170
0.4	0	0.4	1	0	R	74	Stan Thomas	185
0.326530612	0	0.32	1	0	R	80	Stefan Wever	245
0.371428571	0	0.37	1	0	R	78	Steve Adkins	210
0.436363636	1	0.43	1	0.172	R	72	Steve Blass	165
0.385	0	0.38	1	0	R	77	Steve Brown	200
0.378947368	30	0.37	1	0.258	R	72	Steve Brye	190
0.359447005	0	0.35	1	0	R	78	Steve Curry	217
0.405555556	13	0.4	1	0.243	R	73	Steve Dillard	180
0.4	0	0.4	1	0	R	74	Steve Eddy	185
0.363636364	0	0.36	1	0	R	80	Steve Ellsworth	220
0.364583333	272	0.36	1	0.294	R	70	Steve Garvey	192
0.389473684	68	0.38	1	0.28	R	74	Steve Henderson	190
0.411428571	20	0.41	1	0.233	R	72	Steve Lombardozzi	175
0.378378378	11	0.37	1	0.248	R	70	Steve Nicosia	185
0.334782609	6	0.33	1	0.215	R	77	Steve Renko	230
0.422857143	0	0.42	1	0.138	R	74	Steve Rogers	175
0.36097561	0	0.36	1	0	R	74	Steve Senteney	205
0.36097561	20	0.36	1	0.216	R	74	Steve Swisher	205
0.378947368	102	0.37	1	0.228	R	72	Steve Yeager	190
0.394594595	24	0.39	1	0.23	R	73	Syd O'Brien	185
0.4	0	0.4	1	0	R	76	T.R. Bryden	190
0.384615385	10	0.38	1	0.245	R	75	Ted Cox	195
0.388888889	17	0.38	1	0.219	R	70	Ted Ford	180
0.436363636	7	0.43	1	0.24	R	72	Ted Martinez	165
0.394594595	34	0.39	1	0.233	R	73	Ted Savage	185
0.424242424	23	0.42	1	0.262	R	70	Ted Sizemore	165
0.405555556	0	0.4	1	0	R	73	Terry Felton	180
0.411111111	4	0.41	1	0.233	R	74	Terry Harmon	180
0.38974359	36	0.38	1	0.253	R	76	Terry Harper	195
0.405405405	6	0.4	1	0.211	R	75	Terry Humphrey	185
0.405555556	0	0.4	1	0	R	73	Terry Taylor	180
0.352380952	0	0.35	1	0	R	74	Terry Wilshusen	210
0.373684211	113	0.37	1	0.292	R	71	Thurman Munson	190
0.394594595	9	0.39	1	0.22	R	73	Tim Cullen	185
0.402234637	25	0.4	1	0.251	R	72	Tim Foli	179
0.353773585	77	0.35	1	0.225	R	75	Tim Laudner	212
0.405714286	13	0.4	1	0.249	R	71	Tito Landrum	175
0.411428571	195	0.41	1	0.264	R	72	Toby Harrah	175
0.411428571	34	0.41	1	0.22	R	72	Todd Cruz	175
0.411764706	0	0.41	1	0	R	70	Todd Fischer	170
0.424242424	71	0.42	1	0.246	R	70	Tom Brookens	165
0.429411765	0	0.42	1	0	R	73	Tom Brown	170
0.375	0	0.37	1	0	R	75	Tom Buskey	200
0.389473684	0	0.38	1	0	R	74	Tom Dozier	190
0.348623853	22	0.34	1	0.2	R	76	Tom Egan	218
0.394594595	0	0.39	1	0	R	73	Tom Gilles	185
0.389473684	65	0.38	1	0.249	R	74	Tom Grieve	190
0.389473684	0	0.38	1	0	R	74	Tom Klawitter	190
0.417647059	2	0.41	1	0.207	R	71	Tom Lawless	170
0.383783784	0	0.38	1	0	R	71	Tom Makowski	185
0.4	0	0.4	1	0	R	72	Tom McCarthy	180
0.378238342	5	0.37	1	0.205	R	73	Tom Nieto	193
0.353488372	86	0.35	1	0.282	R	76	Tom Paciorek	215
0.374358974	12	0.37	1	0.154	R	73	Tom Seaver	195
0.417142857	14	0.41	1	0.241	R	73	Tom Veryzer	175
0.394736842	13	0.39	1	0.229	R	75	Tommie Aaron	190
0.364102564	130	0.36	1	0.255	R	71	Tommie Agee	195
0.389473684	12	0.38	1	0.226	R	74	Tommie Reynolds	190
0.436363636	4	0.43	1	0.18	R	72	Tommy Dean	165
0.418181818	146	0.41	1	0.257	R	69	Tommy Harper	165
0.424242424	34	0.42	1	0.269	R	70	Tommy Helms	165
0.416666667	5	0.41	1	0.157	R	75	Tommy John	180
0.39010989	251	0.39	1	0.252	R	71	Tony Armas	182
0.417647059	0	0.41	1	0	R	71	Tony Arnold	170
0.401129944	0	0.4	1	0	R	71	Tony Chevez	177
0.342857143	11	0.34	1	0.192	R	72	Tony Cloninger	210
0.405405405	166	0.4	1	0.264	R	75	Tony Conigliaro	185
0.357142857	76	0.35	1	0.268	R	75	Tony Horton	210
0.395480226	0	0.39	1	0	R	70	Tony Mack	177
0.422857143	379	0.42	1	0.279	R	74	Tony Perez	175
0.374358974	6	0.37	1	0.218	R	73	Tucker Ashford	195
0.429411765	14	0.42	1	0.232	R	73	Vern Fuller	170
0.378378378	29	0.37	1	0.229	R	70	Vic Correll	185
0.4	33	0.4	1	0.27	R	66	Walt Williams	165
0.4	16	0.4	1	0.229	R	70	Wayne Comer	175
0.36097561	39	0.36	1	0.282	R	74	Wayne Nordhagen	205
0.339712919	325	0.33	1	0.273	R	71	Willie Horton	209
0.345454545	0	0.34	1	0	R	76	Willie Mueller	220
0.389189189	18	0.38	1	0.242	R	72	Willie Norwood	185
0.4625	0	0.46	1	0	R	74	Win Remmerswaal	160
0.424242424	3	0.42	1	0.23	R	70	Winston Llenas	165
0.38071066	2	0.38	1	0.138	R	75	Woodie Fryman	197
0.411111111	1	0.41	1	0.236	R	74	Woody Woodward	180
